slug,query,clicks,impressions,ctr,position,expected_ctr,expected_clicks,delta_clicks,ctr_index
unterhalt-alimente,wie lange alimente österreich,5,205,2.4390243902439024,2.64,1.959885386819484,4.017765042979942,0.9822349570200579,124.44729710455
unterhalt-alimente,selbsterhaltungsfähigkeit österreich,5,149,3.3557046979865772,4.95,4.065867692405506,6.058142861684204,-1.0581428616842041,82.53354392850957
unterhalt-alimente,unterhalt bei scheidung österreich,5,143,3.4965034965034967,4.64,4.065867692405506,5.814190800139873,-0.8141908001398734,85.99648982760789
unterhalt-alimente,selbsterhaltungsfähigkeit,5,65,7.6923076923076925,2.54,1.959885386819484,1.2739255014326647,3.7260744985673355,392.4876293297346
unterhalt-alimente,unterhaltspflicht erwachsene kinder österreich,5,62,8.064516129032258,3.11,1.959885386819484,1.21512893982808,3.7848710601719198,411.47896623278626
unterhalt-alimente,selbsterhaltungsfähigkeit alimente,5,40,12.5,3.92,3.721754541426672,1.488701816570669,3.5112981834293313,335.86309523809524
unterhalt-alimente,unterhalt scheidung österreich,4,205,1.951219512195122,5.93,1.1879559337117893,2.4353096641091683,1.5646903358908317,164.25015918717642
unterhalt-alimente,alimente wie lange österreich,4,203,1.9704433497536946,2.68,1.959885386819484,3.9785673352435524,0.02143266475644756,100.53870307953794
unterhalt-alimente,alimente bei lehre,4,115,3.4782608695652173,6.01,1.1879559337117893,1.3661493237685576,2.633850676231442,292.7937620293145
unterhalt-alimente,existenzminimum österreich 2026 unterhalt,4,102,3.9215686274509802,9.32,0.35704323570432356,0.36418410041841,3.63581589958159,1098.345588235294
unterhalt-alimente,unterhalt tricks für männer,4,93,4.301075268817205,7.72,0.35704323570432356,0.33205020920502093,3.667949790794979,1204.6370967741939
unterhalt-alimente,selbsterhaltungsfähigkeit des kindes österreich,4,86,4.651162790697675,7.4,1.1879559337117893,1.0216421029921388,2.9783578970078612,391.526542248502
unterhalt-alimente,scheidung österreich unterhalt frau,4,83,4.819277108433735,4.25,3.721754541426672,3.089056269384138,0.9109437306158621,129.48938611589216
unterhalt-alimente,betreuungsunterhalt österreich,4,74,5.405405405405405,4.32,3.721754541426672,2.7540983606557377,1.2459016393442623,145.23809523809524
unterhalt-alimente,alimente lehrling,4,61,6.557377049180328,4.46,3.721754541426672,2.27027027027027,1.7297297297297298,176.1904761904762
unterhalt-alimente,alimente volljähriges kind österreich,4,53,7.547169811320755,3.06,1.959885386819484,1.0387392550143266,2.9612607449856734,385.0822023612491
unterhalt-alimente,unterhalt kinder österreich,3,1032,0.29069767441860467,7.49,1.1879559337117893,12.259705235905665,-9.259705235905665,24.470408890531374
unterhalt-alimente,alimente für 2 kinder österreich,3,994,0.30181086519114686,8.64,0.35704323570432356,3.549009762900976,-0.549009762900976,84.53062122736418
unterhalt-alimente,unterhaltsrechner österreich,3,716,0.41899441340782123,10.81,0.2826485213294949,2.0237634127191835,0.9762365872808165,148.23867163252638
unterhalt-alimente,gründe um keinen unterhalt zu zahlen österreich,3,536,0.5597014925373134,7.39,1.1879559337117893,6.367443804695191,-3.367443804695191,47.114667863858905
unterhalt-alimente,unterhalt ehefrau österreich berechnung,3,402,0.7462686567164178,4.12,3.721754541426672,14.961453256535222,-11.961453256535222,20.051528073916135
unterhalt-alimente,regelbedarf alimente 2026 österreich,3,284,1.056338028169014,6.59,1.1879559337117893,3.3737948517414815,-0.3737948517414815,88.92064075714215
unterhalt-alimente,unterhaltszahlung nach scheidung,3,215,1.3953488372093024,6.18,1.1879559337117893,2.554105257480347,0.4458947425196529,117.45796267455057
unterhalt-alimente,unterhalt nicht verheiratet österreich,3,193,1.5544041450777202,4.81,4.065867692405506,7.8471246463426265,-4.8471246463426265,38.230563871547965
unterhalt-alimente,wie lange muss man in österreich alimente zahlen,3,174,1.7241379310344827,2.94,1.959885386819484,3.410200573065902,-0.41020057306590196,87.97136519459569
unterhalt-alimente,wie lange alimente zahlen,3,163,1.8404907975460123,6.89,1.1879559337117893,1.9363681719502166,1.0636318280497834,154.92921457072623
unterhalt-alimente,unterhalt volljähriges kind österreich,3,102,2.941176470588235,3.22,1.959885386819484,1.999083094555874,1.000916905444126,150.0687994496044
unterhalt-alimente,berechnung alimente bei lehre österreich,3,99,3.0303030303030303,5.15,4.065867692405506,4.025209015481451,-1.025209015481451,74.53029118392683
unterhalt-alimente,unterhalt für volljährige kinder österreich,3,94,3.1914893617021276,2.97,1.959885386819484,1.842292263610315,1.157707736389685,162.84061216871967
unterhalt-alimente,wie lange zahlt man alimente in österreich,3,88,3.4090909090909087,2.26,1.6928055763007221,1.4896689071446354,1.5103310928553646,201.38703208556143
unterhalt-alimente,unterhalt österreich frau,3,77,3.896103896103896,4.95,4.065867692405506,3.1307181231522394,-0.1307181231522394,95.82466009362022
unterhalt-alimente,unterhaltsverpflichtung österreich,3,71,4.225352112676056,6.18,1.1879559337117893,0.8434487129353704,2.1565512870646297,355.6825630285686
unterhalt-alimente,unterhalt einklagen volljähriges kind österreich,3,47,6.382978723404255,3.74,3.721754541426672,1.7492246344705358,1.2507753655294642,171.50455927051672
unterhalt-alimente,unterhaltspflicht österreich wie lange,3,44,6.8181818181818175,3.48,1.959885386819484,0.8623495702005729,2.137650429799427,347.88676236044654
unterhalt-alimente,wie werden die alimente in österreich berechnet,3,37,8.108108108108109,5.27,4.065867692405506,1.5043710461900373,1.4956289538099627,199.4188872218583
unterhalt-alimente,selbsterhaltungsfähigkeit 2026,3,35,8.571428571428571,1.0,0.869221651521138,0.3042275780323983,2.6957724219676016,986.103896103896
unterhalt-alimente,unterhalt ehegatten,3,32,9.375,5.88,1.1879559337117893,0.3801458987877726,2.619854101212227,789.1706867196367
unterhalt-alimente,wann ist ein kind selbsterhaltungsfähig,3,25,12.0,5.48,4.065867692405506,1.0164669231013765,1.9835330768986235,295.13995308835024
unterhalt-alimente,alimente berechnung tabelle österreich,2,570,0.3508771929824561,4.89,4.065867692405506,23.175445846711387,-21.175445846711387,8.629823189717843
unterhalt-alimente,unterhalt ehefrau österreich,2,333,0.6006006006006006,4.65,4.065867692405506,13.539339415710336,-11.539339415710336,14.771769423841356
unterhalt-alimente,berechnung alimente österreich,2,291,0.6872852233676976,7.37,1.1879559337117893,3.456951767101307,-1.456951767101307,57.85443751438345
unterhalt-alimente,alimente berechnung österreich,2,230,0.8695652173913043,6.37,1.1879559337117893,2.732298647537115,-0.7322986475371152,73.19844050732863
unterhalt-alimente,unterhalt nach scheidung,2,211,0.9478672985781991,9.01,0.35704323570432356,0.7533612273361228,1.2466387726638772,265.4768957345972
unterhalt-alimente,scheidung unterhalt österreich,2,191,1.0471204188481675,6.44,1.1879559337117893,2.2689958333895177,-0.2689958333895177,88.14471893552661
unterhalt-alimente,unterhaltspflicht ehepartner österreich,2,189,1.0582010582010581,4.64,4.065867692405506,7.684489938646407,-5.684489938646407,26.02645088962524
unterhalt-alimente,alimente erhöhung,2,185,1.0810810810810811,2.96,1.959885386819484,3.6257879656160457,-1.6257879656160457,55.16042358147622
unterhalt-alimente,scheidung österreich unterhalt,2,182,1.098901098901099,5.8,1.1879559337117893,2.162079799355457,-0.1620797993554568,92.50352371805266
unterhalt-alimente,unterhalt nach scheidung österreich,2,174,1.1494252873563218,5.51,1.1879559337117893,2.0670433246585134,-0.06704332465851337,96.75655929129645
unterhalt-alimente,unterhaltspflicht,2,148,1.3513513513513513,11.62,0.2826485213294949,0.41831981156765247,1.5816801884323475,478.1031031031031
unterhalt-alimente,wieviel alimente zahlt man in österreich,2,147,1.3605442176870748,6.15,1.1879559337117893,1.7462952225563302,0.2537047774436698,114.5281722223509
unterhalt-alimente,unterhalt für studenten bei getrennt lebenden eltern österreich,2,146,1.36986301369863,7.92,0.35704323570432356,0.5212831241283125,1.4787168758716875,383.66866438356163
unterhalt-alimente,alimente reduzieren österreich,2,143,1.3986013986013985,10.33,0.35704323570432356,0.5105718270571827,1.4894281729428172,391.71765734265733
unterhalt-alimente,unterhalt bei trennung ohne scheidung österreich,2,108,1.8518518518518516,3.28,1.959885386819484,2.116676217765043,-0.11667621776504289,94.48776261641758
unterhalt-alimente,unterhalt frau nach scheidung österreich,2,98,2.0408163265306123,5.36,4.065867692405506,3.984550338557396,-1.984550338557396,50.19386957284868
unterhalt-alimente,unterhaltspflicht österreich ehepartner,2,88,2.272727272727273,5.27,4.065867692405506,3.5779635693168457,-1.5779635693168457,55.897718387945126
unterhalt-alimente,alimente regelung österreich,2,87,2.2988505747126435,6.07,1.1879559337117893,1.0335216623292567,0.9664783376707433,193.5131185825929
unterhalt-alimente,maximale alimente österreich,2,84,2.380952380952381,6.23,1.1879559337117893,0.9978829843179031,1.0021170156820969,200.42430138911408
unterhalt-alimente,unterhalt bei lehre österreich,2,78,2.564102564102564,4.77,4.065867692405506,3.1713768000762945,-1.1713768000762945,63.064092540245774
unterhalt-alimente,alimente bei lehre österreich,2,71,2.8169014084507045,3.7,3.721754541426672,2.642445724412937,-0.6424457244129371,75.6874580818243
unterhalt-alimente,wie lange zahlt man in österreich alimente,2,65,3.076923076923077,2.98,1.959885386819484,1.2739255014326647,0.7260744985673353,156.99505173189385
unterhalt-alimente,unterschied alimente unterhalt,2,63,3.1746031746031744,10.67,0.2826485213294949,0.1780685684375818,1.8219314315624182,1123.1628453850676
unterhalt-alimente,wieviel unterhalt für frau,2,52,3.8461538461538463,3.63,3.721754541426672,1.9353123615418695,0.06468763845813053,103.34249084249085
unterhalt-alimente,alimente existenzminimum österreich,2,52,3.8461538461538463,8.04,0.35704323570432356,0.18566248256624823,1.8143375174337517,1077.2235576923078
unterhalt-alimente,unterhalt bei trennung mit kind nicht verheiratet österreich,2,49,4.081632653061225,2.47,1.6928055763007221,0.8294747323873538,1.1705252676126463,241.11644657863144
unterhalt-alimente,alimente erhöhung österreich,2,49,4.081632653061225,6.47,1.1879559337117893,0.5820984075187767,1.4179015924812233,343.5845166670527
unterhalt-alimente,alimente pfändung österreich,2,48,4.166666666666666,6.77,1.1879559337117893,0.5702188481816589,1.4297811518183412,350.7425274309496
unterhalt-alimente,höchstbetrag alimente österreich,2,45,4.444444444444445,5.8,1.1879559337117893,0.5345801701703052,1.4654198298296948,374.125362593013
unterhalt-alimente,ja,2,39,5.128205128205128,2.49,1.6928055763007221,0.6601941747572816,1.3398058252427183,302.9411764705882
unterhalt-alimente,ab wann ist ein kind selbsterhaltungsfähig,2,31,6.451612903225806,4.9,4.065867692405506,1.260418984645707,0.739581015354293,158.67739413352163
unterhalt-alimente,unterhalt frau,2,30,6.666666666666667,9.43,0.35704323570432356,0.10711297071129706,1.892887029288703,1867.1875
unterhalt-alimente,unterhalt erwachsene kinder österreich,2,28,7.142857142857142,2.36,1.6928055763007221,0.47398556136420217,1.5260144386357979,421.9537815126049
unterhalt-alimente,unterhalt gerichtlich festsetzen lassen,2,23,8.695652173913043,5.48,4.065867692405506,0.9351495692532664,1.0648504307467337,213.8695312234422
unterhalt-alimente,wann muss unterhalt gezahlt werden,2,16,12.5,4.69,4.065867692405506,0.650538830784881,1.349461169215119,307.4374511336982
unterhalt-alimente,wieviel muss ein mann unterhalt zahlen,2,16,12.5,6.06,1.1879559337117893,0.1900729493938863,1.8099270506061136,1052.227582292849
unterhalt-alimente,erhöhung alimente,2,7,28.57142857142857,1.0,0.869221651521138,0.060845515606479654,1.9391544843935205,3287.0129870129867
unterhalt-alimente,alimente rechner,1,6347,0.01575547502757208,6.97,1.1879559337117893,75.39956311268726,-74.39956311268726,1.3262676316910023
unterhalt-alimente,existenzminimum österreich 2026,1,4624,0.021626297577854673,12.95,0.2826485213294949,13.069667626275846,-12.069667626275846,7.651303985646546
unterhalt-alimente,alimente berechnen,1,2406,0.04156275976724855,9.52,0.35704323570432356,8.590460251046025,-7.590460251046025,11.64081982543641
unterhalt-alimente,lebenslanger unterhalt nach scheidung österreich,1,680,0.14705882352941177,12.12,0.2826485213294949,1.9220099450405654,-0.9220099450405654,52.02886710239652
unterhalt-alimente,alimente rechner österreich,1,635,0.15748031496062992,13.02,0.2826485213294949,1.7948181104422927,-0.7948181104422927,55.715952172645075
unterhalt-alimente,unterhaltszahlungen österreich,1,625,0.16,5.71,1.1879559337117893,7.424724585698683,-6.424724585698683,13.468513053348467
unterhalt-alimente,alimente für kinder,1,360,0.2777777777777778,3.34,1.959885386819484,7.055587392550143,-6.055587392550143,14.17316439246264
unterhalt-alimente,mindestunterhalt kinder österreich,1,320,0.3125,9.76,0.35704323570432356,1.1425383542538354,-0.14253835425383543,87.5244140625
unterhalt-alimente,scheidung unterhalt,1,282,0.3546099290780142,15.47,0.2826485213294949,0.7970688301491756,0.20293116985082438,125.45967953769373
unterhalt-alimente,unterhaltsrechner österreich ehegatten,1,276,0.36231884057971014,3.19,1.959885386819484,5.409283667621776,-4.409283667621776,18.4867361640817
unterhalt-alimente,wieviel alimente in österreich,1,246,0.40650406504065045,7.78,0.35704323570432356,0.878326359832636,0.12167364016736404,113.85289634146343
unterhalt-alimente,mindest alimente österreich,1,211,0.47393364928909953,10.95,0.2826485213294949,0.5963883800052343,0.4036116199947657,167.6759698086712
unterhalt-alimente,wie viel alimente zahlt man in österreich,1,199,0.5025125628140703,6.97,1.1879559337117893,2.3640323080864607,-1.3640323080864607,42.300606323330605
unterhalt-alimente,wie hoch sind alimente in österreich,1,198,0.5050505050505051,6.49,1.1879559337117893,2.3521527487493428,-1.3521527487493428,42.51424574920602
unterhalt-alimente,alimente kinder österreich,1,179,0.5586592178770949,6.67,1.1879559337117893,2.1264411213441026,-1.1264411213441026,47.026931052194364
unterhalt-alimente,alimente höchstgrenze,1,178,0.5617977528089888,6.76,1.1879559337117893,2.114561562006985,-1.114561562006985,47.29112729406063
unterhalt-alimente,wann muss man unterhalt zahlen für die frau,1,175,0.5714285714285714,4.81,4.065867692405506,7.115268461709636,-6.115268461709636,14.05428348039763
unterhalt-alimente,alimente 2 kinder österreich,1,172,0.5813953488372093,8.01,0.35704323570432356,0.6141143654114365,0.3858856345885635,162.83611918604652
unterhalt-alimente,unterhaltsanspruch österreich,1,152,0.6578947368421052,4.03,3.721754541426672,5.657066902968541,-4.657066902968541,17.67700501253133
unterhalt-alimente,alimente in österreich,1,148,0.6756756756756757,5.86,1.1879559337117893,1.7581747818934483,-0.7581747818934483,56.87716661042427
unterhalt-alimente,sonderbedarf alimente österreich,1,145,0.6896551724137931,12.52,0.2826485213294949,0.40984035592776763,0.5901596440722323,243.99744572158366
unterhalt-alimente,naturalunterhalt österreich,1,143,0.6993006993006993,5.41,4.065867692405506,5.814190800139873,-4.814190800139873,17.199297965521577
unterhalt-alimente,obergrenze alimente österreich,1,143,0.6993006993006993,8.54,0.35704323570432356,0.5105718270571827,0.48942817294281726,195.85882867132867
unterhalt-alimente,unterhalt für die frau,1,141,0.7092198581560284,5.38,4.065867692405506,5.732873446291763,-4.732873446291763,17.443259638791385
unterhalt-alimente,kindesunterhalt prozentsatz,1,140,0.7142857142857143,3.94,3.721754541426672,5.210456357997341,-4.210456357997341,19.192176870748302
unterhalt-alimente,unterhalt prozentsatz,1,136,0.7352941176470588,4.41,3.721754541426672,5.061586176340274,-4.061586176340274,19.756652661064425
unterhalt-alimente,unterhaltszahlung österreich,1,132,0.7575757575757576,5.46,4.065867692405506,5.366945353975268,-4.366945353975268,18.63257279598171
unterhalt-alimente,zählen alimente zum einkommen österreich,1,119,0.8403361344537815,7.62,0.35704323570432356,0.424881450488145,0.5751185495118549,235.35976890756305
unterhalt-alimente,alimente wenn kind lehre macht,1,118,0.847457627118644,7.42,1.1879559337117893,1.4017880017799116,-0.4017880017799116,71.33746320629484
unterhalt-alimente,wie lange muss ich alimente zahlen,1,98,1.0204081632653061,4.16,3.721754541426672,3.647319450598139,-2.647319450598139,27.41739552964043
unterhalt-alimente,wie hoch sind die alimente für ein kind in österreich,1,95,1.0526315789473684,7.81,0.35704323570432356,0.33919107391910736,0.6608089260808927,294.8190789473684
unterhalt-alimente,unterhalt österreich scheidung,1,91,1.098901098901099,6.09,1.1879559337117893,1.0810398996777284,-0.0810398996777284,92.50352371805266
unterhalt-alimente,alimente rechner lehrling,1,89,1.1235955056179776,7.36,1.1879559337117893,1.0572807810034925,-0.05728078100349254,94.58225458812126
unterhalt-alimente,kindesunterhalt berechnen,1,87,1.1494252873563218,20.48,0.10584810796507012,0.09208785392961101,0.907912146070389,1085.919540229885
unterhalt-alimente,wie werden alimente berechnet österreich,1,83,1.2048192771084338,7.06,1.1879559337117893,0.9860034249807852,0.013996575019214808,101.41952600413002
unterhalt-alimente,unterhalt kinder österreich rechner,1,81,1.2345679012345678,5.43,4.065867692405506,3.2933528308484603,-2.2933528308484603,30.364192704562782
unterhalt-alimente,unterhalt scheidung,1,77,1.2987012987012987,15.42,0.2826485213294949,0.21763936142371107,0.7823606385762889,459.47570947570944
unterhalt-alimente,prozentsätze kindesunterhalt,1,75,1.3333333333333335,5.33,4.065867692405506,3.0494007693041296,-2.0494007693041296,32.79332812092781
unterhalt-alimente,alimente höchstgrenze österreich,1,69,1.4492753623188406,7.65,0.35704323570432356,0.24635983263598327,0.7536401673640167,405.91032608695656
unterhalt-alimente,unterhalt berechnen österreich,1,60,1.6666666666666667,13.52,0.2826485213294949,0.16958911279769695,0.830410887202303,589.6604938271604
unterhalt-alimente,unterhalt tricks für frauen,1,59,1.694915254237288,4.24,3.721754541426672,2.1958351794417363,-1.1958351794417363,45.5407586763519
unterhalt-alimente,alimente ab 18 österreich,1,58,1.7241379310344827,3.47,1.959885386819484,1.1367335243553007,-0.13673352435530073,87.97136519459569
unterhalt-alimente,regelbedarf alimente 2026,1,57,1.7543859649122806,3.74,3.721754541426672,2.1214000886132034,-1.1214000886132034,47.13868003341688
unterhalt-alimente,wie viel muss man alimente zahlen,1,57,1.7543859649122806,6.63,1.1879559337117893,0.6771348822157199,0.32286511778428006,147.68106418145248
unterhalt-alimente,alimente bis wann,1,55,1.8181818181818181,5.6,1.1879559337117893,0.6533757635414841,0.3466242364585159,153.05128469714165
unterhalt-alimente,wieviel alimente pro kind,1,55,1.8181818181818181,6.62,1.1879559337117893,0.6533757635414841,0.3466242364585159,153.05128469714165
unterhalt-alimente,alimente unterhalt unterschied,1,52,1.9230769230769231,5.52,1.1879559337117893,0.6177370855301304,0.3822629144698696,161.88116650659214
unterhalt-alimente,unterhaltsrechner ehefrau österreich,1,52,1.9230769230769231,5.96,1.1879559337117893,0.6177370855301304,0.3822629144698696,161.88116650659214
unterhalt-alimente,verletzung der unterhaltspflicht österreich,1,52,1.9230769230769231,9.33,0.35704323570432356,0.18566248256624823,0.8143375174337517,538.6117788461539
unterhalt-alimente,alimente 2026 österreich,1,51,1.9607843137254901,8.04,0.35704323570432356,0.182092050209205,0.8179079497907951,549.172794117647
unterhalt-alimente,alimente bis welches alter,1,50,2.0,5.94,1.1879559337117893,0.5939779668558947,0.40602203314410534,168.35641316685584
unterhalt-alimente,bei scheidung unterhalt für frau,1,47,2.127659574468085,3.66,3.721754541426672,1.7492246344705358,-0.7492246344705358,57.168186423505574
unterhalt-alimente,wie viel alimente,1,47,2.127659574468085,5.19,4.065867692405506,1.910957815430588,-0.910957815430588,52.32977891637416
unterhalt-alimente,unterhaltsbemessungsgrundlage österreich,1,47,2.127659574468085,14.15,0.2826485213294949,0.13284480502486262,0.8671551949751374,752.7580772261623
unterhalt-alimente,wann muss man unterhalt zahlen für die frau österreich,1,46,2.1739130434782608,4.04,3.721754541426672,1.7120070890562693,-0.7120070890562693,58.41097308488613
unterhalt-alimente,ab wann ist man selbsterhaltungsfähig,1,44,2.272727272727273,2.95,1.959885386819484,0.8623495702005729,0.1376504297994271,115.96225412014887
unterhalt-alimente,wie lange muss man alimente bezahlen,1,44,2.272727272727273,3.7,3.721754541426672,1.6375719982277357,-0.6375719982277357,61.06601731601733
unterhalt-alimente,wie lange alimente zahlen österreich,1,41,2.4390243902439024,2.51,1.959885386819484,0.8035530085959884,0.19644699140401156,124.44729710455
unterhalt-alimente,muss man alimente zahlen wenn man verheiratet ist,1,41,2.4390243902439024,5.34,4.065867692405506,1.6670057538862577,-0.6670057538862577,59.98779534316062
unterhalt-alimente,alimente kind österreich,1,40,2.5,5.92,1.1879559337117893,0.4751823734847157,0.5248176265152843,210.44551645856978
unterhalt-alimente,scheidung alimente österreich,1,40,2.5,5.97,1.1879559337117893,0.4751823734847157,0.5248176265152843,210.44551645856978
unterhalt-alimente,unterhalt für frau,1,40,2.5,22.55,0.14300572022880914,0.057202288091523654,0.9427977119084764,1748.1818181818185
unterhalt-alimente,alimente zahlen wie lange,1,39,2.564102564102564,7.1,1.1879559337117893,0.46330281414759783,0.5366971858524021,215.84155534212286
unterhalt-alimente,wer berechnet alimente,1,39,2.564102564102564,7.85,0.35704323570432356,0.1392468619246862,0.8607531380753138,718.1490384615385
unterhalt-alimente,muss man alimente zahlen wenn man nicht verheiratet ist,1,38,2.631578947368421,2.92,1.959885386819484,0.7447564469914039,0.25524355300859614,134.27208371806708
unterhalt-alimente,naturalunterhalt,1,38,2.631578947368421,5.45,4.065867692405506,1.5450297231140921,-0.5450297231140921,64.72367392288382
unterhalt-alimente,in österreich,1,37,2.7027027027027026,3.08,1.959885386819484,0.725157593123209,0.27484240687679096,137.90105895369052
unterhalt-alimente,wieviel muss man alimente zahlen,1,37,2.7027027027027026,6.84,1.1879559337117893,0.4395436954733621,0.560456304526638,227.50866644169707
unterhalt-alimente,wie lange müssen alimente bezahlt werden,1,36,2.7777777777777777,4.17,3.721754541426672,1.339831634913602,-0.3398316349136019,74.6362433862434
unterhalt-alimente,alimente kürzen österreich,1,36,2.7777777777777777,4.33,3.721754541426672,1.339831634913602,-0.3398316349136019,74.6362433862434
unterhalt-alimente,wann muss ein mann unterhalt zahlen,1,35,2.857142857142857,3.29,1.959885386819484,0.6859598853868194,0.3140401146131806,145.78111946533002
unterhalt-alimente,billigkeitsunterhalt österreich,1,35,2.857142857142857,12.69,0.2826485213294949,0.09892698246532322,0.9010730175346768,1010.8465608465608
unterhalt-alimente,scheidungsrecht österreich unterhalt,1,34,2.941176470588235,5.44,4.065867692405506,1.3823950154178721,-0.38239501541787213,72.33822379616427
unterhalt-alimente,unterhalt ab 18,1,34,2.941176470588235,21.68,0.14300572022880914,0.04862194487779511,0.9513780551222049,2056.6844919786095
unterhalt-alimente,wann muss man unterhalt für frau zahlen,1,33,3.0303030303030303,3.82,3.721754541426672,1.2281789986708018,-0.22817899867080182,81.42135642135642
unterhalt-alimente,wann bekommt man unterhalt nach scheidung,1,33,3.0303030303030303,4.15,3.721754541426672,1.2281789986708018,-0.22817899867080182,81.42135642135642
unterhalt-alimente,unterhalt exfrau,1,33,3.0303030303030303,6.36,1.1879559337117893,0.3920254581248905,0.6079745418751095,255.0854744952361
unterhalt-alimente,wer berechnet alimente in österreich,1,32,3.125,5.16,4.065867692405506,1.301077661569762,-0.3010776615697619,76.85936278342454
unterhalt-alimente,wie lange muss man alimente zahlen österreich,1,30,3.3333333333333335,3.7,3.721754541426672,1.1165263624280017,-0.11652636242800174,89.56349206349208
unterhalt-alimente,selbsterhaltungsfähigkeit unterhalt,1,30,3.3333333333333335,7.37,1.1879559337117893,0.35638678011353675,0.6436132198864633,280.59402194475973
unterhalt-alimente,alimente wien,1,30,3.3333333333333335,10.37,0.35704323570432356,0.10711297071129706,0.8928870292887029,933.59375
unterhalt-alimente,kindesunterhalt bei trennung ohne scheidung,1,29,3.4482758620689653,1.0,0.869221651521138,0.25207427894113,0.74792572105887,396.70846394984324
unterhalt-alimente,alimente wann erhöhung,1,27,3.7037037037037033,3.74,3.721754541426672,1.0048737261852017,-0.0048737261852016545,99.51499118165785
unterhalt-alimente,unterhalt für kinder in österreich,1,25,4.0,5.2,4.065867692405506,1.0164669231013765,-0.01646692310137654,98.37998436278342
unterhalt-alimente,unterhaltsverfahren,1,25,4.0,6.56,1.1879559337117893,0.29698898342794733,0.7030110165720527,336.7128263337117
unterhalt-alimente,unterhalt existenzminimum österreich,1,25,4.0,10.04,0.35704323570432356,0.08926080892608089,0.9107391910739191,1120.3125
